,PROCEDIMENTO,"RN (alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
1488,COLECISTECTOMIA COM OU SEM COLANGIOGRAFIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1489,COLECISTECTOMIA COM OU SEM COLANGIOGRAFIA POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1490,COLECISTOJEJUNOSTOMIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1491,COLECISTOJEJUNOSTOMIA POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1492,COLECISTOSTOMIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1493,COLECISTOSTOMIA POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1494,COLÉDOCO OU HEPÁTICO-JEJUNOSTOMIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1495,COLÉDOCO OU HEPÁTICO-JEJUNOSTOMIA POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1496,COLÉDOCO OU HEPATICOPLASTIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1497,COLÉDOCO-DUODENOSTOMIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1498,COLÉDOCO-DUODENOSTOMIA POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1499,COLEDOCOTOMIA OU COLEDOCOSTOMIA COM OU SEM COLECISTECTOMIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1500,COLEDOCOTOMIA OU COLEDOCOSTOMIA COM OU SEM COLECISTECTOMIA POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1501,COLEDOSCOPIA INTRA-OPERATÓRIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1502,DERIVAÇÃO PORTO SISTÊMICA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1503,DESCONEXÃO ÁZIGOS - PORTAL COM OU SEM ESPLENECTOMIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1504,DESCONEXÃO ÁZIGOS - PORTAL COM OU SEM ESPLENECTOMIA POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1505,DESVASCULARIZAÇÃO HEPÁTICA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1506,DRENAGEM BILIAR TRANS-HEPÁTICA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1507,ENUCLEAÇÃO DE METÁSTASES HEPÁTICAS,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1508,ENUCLEAÇÃO DE METÁSTASES HEPÁTICAS POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1509,ESCLEROSE PERCUTÂNEA DIRIGIDA OU NÃO DE TUMOR HEPÁTICO (ALCOOLIZAÇÃO),,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1510,HEPATORRAFIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1511,HEPATORRAFIA COMPLEXA C/LESÃO DE ESTRUTURAS VASCULARES BILIARES,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1512,LOBECTOMIA HEPÁTICA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1513,PAPILOTOMIA TRANSDUODENAL,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1514,PUNÇÃO HEPÁTICA PARA DRENAGEM DE ABSCESSOS,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1515,PUNÇÃO HEPÁTICA PARA DRENAGEM DE ABSCESSOS POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1516,CISTO DE COLÉDOCO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1517,"ABLAÇÃO POR RADIOFREQUÊNCIA/CRIOABLAÇÃO PERCUTÂNEA DO CÂNCER PRIMÁRIO HEPÁTICO GUIADAPOR ULTRASSONOGRAFIA E/OU TOMOGRAFIA COMPUTADORIZADA (COM DIRETRIZ DE UTILIZAÇÃO)",,,,,HCO,HSO,REF,,1.0,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1518,"ABLAÇÃO POR RADIOFREQUÊNCIA/CRIOABLAÇÃO DO CÂNCER PRIMÁRIO HEPÁTICO POR LAPAROTOMIA(COM DIRETRIZ DE UTILIZAÇÃO)",,,,,HCO,HSO,REF,,1.0,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1519,"ABLAÇÃO POR RADIOFREQUÊNCIA/CRIOABLAÇÃO DO CÂNCER PRIMÁRIO HEPÁTICO PORVIDEOLAPAROSCOPIA (COM DIRETRIZ DE UTILIZAÇÃO)",,,,,HCO,HSO,REF,,1.0,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1520,"ABLAÇÃO PERCUTÂNEA POR RADIOFREQUÊNCIA OU MICROONDAS DE METÁSTASES HEPÁTICAS DE CÂNCERCOLORRETAL GUIADA POR ULTRASSONOGRAFIA E/OU TOMOGRAFIA COMPUTADORIZADA (COM DIRETRIZ DEUTILIZAÇÃO)","604/2023610/2024","07/05/202401/08/2024",,,HCO,HSO,REF,,164.0,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1521,"ABLAÇÃO PERCUTÂNEA POR RADIOFREQUÊNCIA OU MICROONDAS DE METÁSTASES HEPÁTICAS DE CÂNCERCOLORRETAL POR LAPAROTOMIA (COM DIRETRIZ DE UTILIZAÇÃO)","604/2023610/2024","07/05/202401/08/2024",,,HCO,HSO,REF,,164.0,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1522,"ABLAÇÃO PERCUTÂNEA POR RADIOFREQUÊNCIA OU MICROONDAS DE METÁSTASES HEPÁTICAS DE CÂNCERCOLORRETAL POR VIDEOLAPAROSCOPIA (COM DIRETRIZ DE UTILIZAÇÃO)","604/2023610/2024","07/05/202401/08/2024",,,HCO,HSO,REF,,164.0,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1523,RESSECÇÃO DE CISTO HEPÁTICO COM OU SEM HEPATECTOMIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1524,RESSECÇÃO DE CISTO HEPÁTICO COM OU SEM HEPATECTOMIA POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1525,RESSECÇÃO DE TUMOR DE VESÍCULA OU DA VIA BILIAR COM OU SEM HEPATECTOMIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1526,SEGMENTECTOMIA HEPÁTICA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1527,SEQUESTRECTOMIA HEPÁTICA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1528,TRATAMENTO CIRÚRGICO DE ESTENOSE CICATRICIAL DAS VIAS BILIARES,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1529,TRISSEGMENTECTOMIAS,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1530,BIÓPSIA DE PÂNCREAS,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1531,BIÓPSIA DE PÂNCREAS POR PUNÇÃO DIRIGIDA,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1532,ENUCLEAÇÃO DE TUMORES PANCREÁTICOS,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1533,ENUCLEAÇÃO DE TUMORES PANCREÁTICOS POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1534,PANCREATECTOMIA PARCIAL OU TOTAL / SEQUESTRECTOMIA,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1535,PANCREATECTOMIA CORPO CAUDAL COM PRESERVAÇÃO DO BAÇO,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1536,PANCREATO-DUODENECTOMIA COM LINFADENECTOMIA,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1537,PANCREATO-ENTEROSTOMIA,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1538,PANCREATORRAFIA,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1539,PSEUDOCISTO PÂNCREAS - DRENAGEM,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1540,PSEUDOCISTO PÂNCREAS - DRENAGEM POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1541,BIÓPSIA ESPLÊNICA,,,,AMB,HCO,HSO,REF,,,BAÇO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1542,ESPLENECTOMIA TOTAL OU PARCIAL,,,,,HCO,HSO,REF,,,BAÇO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1543,ESPLENECTOMIA POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,BAÇO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1544,ESPLENORRAFIA,,,,,HCO,HSO,REF,,,BAÇO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1545,DIÁLISE PERITONEAL,,,,AMB,HCO,HSO,REF,PAC,,PERITÔNIO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1546,DIÁLISE PERITONEAL AMBULATORIAL CONTÍNUA (CAPD),,,,AMB,HCO,HSO,REF,PAC,,PERITÔNIO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1547,DIÁLISE PERITONEAL AMBULATORIAL CONTÍNUA (CAPD) - TREINAMENTO,,,,AMB,HCO,HSO,REF,PAC,,PERITÔNIO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1548,DIÁLISE PERITONEAL AUTOMÁTICA (DPA),600/2024,01/04/2024,,AMB,HCO,HSO,REF,PAC,,PERITÔNIO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1549,EPIPLOPLASTIA,,,,,HCO,HSO,REF,,,PERITÔNIO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1550,IMPLANTE OU RETIRADA DE CATETER PERITONEAL (TENCKHOFF OU OUTROS),,,,,HCO,HSO,REF,PAC,,PERITÔNIO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1551,OMENTECTOMIA,,,,,HCO,HSO,REF,,,PERITÔNIO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1552,OMENTECTOMIA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,PERITÔNIO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1553,BIÓPSIA DE PAREDE ABDOMINAL,,,,AMB,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1554,CISTO SACRO-COCCÍGEO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1555,DIÁSTASE DOS RETOS-ABDOMINAIS - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1556,HÉRNIA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1557,HERNIORRAFIA COM OU SEM RESSECÇÃO INTESTINAL,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1558,HERNIORRAFIA COM OU SEM RESSECÇÃO INTESTINAL POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1559,HERNIORRAFIA CRURAL,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1560,HERNIORRAFIA CRURAL POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1561,HERNIORRAFIA EPIGÁSTRICA,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1562,HERNIORRAFIA INCISIONAL,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1563,HERNIORRAFIA INGUINAL,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1564,HERNIORRAFIA INGUINAL POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1565,HERNIORRAFIA INGUINAL NO RN OU LACTENTE,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1566,HERNIORRAFIA LOMBAR,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1567,HERNIORRAFIA RECIDIVANTE,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1568,HERNIORRAFIA RECIDIVANTE POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1569,HERNIORRAFIA UMBILICAL,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1570,"LAPAROTOMIA EXPLORADORA PARA BIÓPSIA, DRENAGEM DE ABSCESSO OU LIBERAÇÃO DE BRIDAS EMVIGÊNCIA DE OCLUSÃO",,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1571,NEUROBLASTOMA ABDOMINAL - EXÉRESE,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1572,ONFALOCELE/GASTROSQUISE - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1573,PARACENTESE ABDOMINAL,,,,AMB,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1574,PARACENTESE ABDOMINAL LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1575,RECONSTRUÇÃO DA PAREDE ABDOMINAL COM RETALHO MUSCULAR OU MIOCUTÂNEO,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1576,REPARAÇÃO DE OUTRAS HÉRNIAS (INCLUI HERNIORRAFIA MUSCULAR),,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1577,RESSECÇÃO DE CISTO OU FÍSTULA DE ÚRACO,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1578,RESSECÇÃO DE CISTO OU FÍSTULA OU RESTOS DO DUCTO ONFALOMESENTÉRICO,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1579,RESSUTURA DA PAREDE ABDOMINAL (POR DEISCÊNCIA TOTAL OU EVISCERAÇÃO),,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1580,TERATOMA SACRO-COCCÍGEO - EXÉRESE,,,,,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1581,"VIDEOLAPAROSCOPIA PARA DIAGNÓSTICO COM OU SEM BIÓPSIAS E PARA OS PROCEDIMENTOS DEDRENAGEM DE COLEÇÕES, LIBERAÇÃO DE BRIDAS/ADERÊNCIAS E/OU RAFIAS",,,,AMB,HCO,HSO,REF,,,"ABDOME, PAREDE E CAVIDADE",SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1582,ABSCESSO RENAL OU PERI-RENAL - DRENAGEM PERCUTÂNEA,,,,,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1583,ABSCESSO RENAL OU PERI-RENAL DRENAGEM CIRÚRGICA,,,,,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1584,ADRENALECTOMIA,,,,,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1585,ADRENALECTOMIA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1586,ANGIOPLASTIA RENAL,,,,,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1587,ANGIOPLASTIA RENAL TRANSLUMINAL,,,,,HCO,HSO,REF,PAC,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1588,AUTOTRANSPLANTE RENAL,,,,,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1589,BIÓPSIA RENAL CIRÚRGICA,,,,,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1590,CISTO RENAL - ESCLEROTERAPIA PERCUTÂNEA,,,,AMB,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1591,ENDOPIELOTOMIA,,,,,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1592,ESTENOSE DE JUNÇÃO PIELOURETERAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1593,FÍSTULA PIELO-CUTÂNEA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1594,LOMBOTOMIA EXPLORADORA,,,,,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1595,MARSUPIALIZAÇÃO DE CISTOS RENAIS,,,,,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1596,NEFRECTOMIA,,,,,HCO,HSO,REF,,,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
